suite_dir,run_dir,retention_class,size_bytes,file_count,has_core_artifacts,referenced_by,note
checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830,checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830/ablation_ablate_no_lift_seed44,evidence-bearing-A,69040875,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830,checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830/ablation_ablate_no_mass_prior_seed42,evidence-bearing-A,70975807,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830,checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830/ablation_ablate_no_mass_prior_seed43,evidence-bearing-A,71186891,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830,checkpoints/sweep_oc_all/sweep_oc_ablation_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_143830/ablation_ablate_no_mass_prior_seed44,evidence-bearing-A,70309784,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_blackbox_fullstate_seed42,evidence-bearing-A,40182470,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_blackbox_fullstate_seed43,evidence-bearing-A,37844477,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_blackbox_fullstate_seed44,evidence-bearing-A,41123563,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_merged_force_seed42,evidence-bearing-A,42988412,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_merged_force_seed43,evidence-bearing-A,43185653,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_merged_force_seed44,evidence-bearing-A,42720306,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_qforce_seed42,evidence-bearing-A,77879738,214,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_qforce_seed43,evidence-bearing-A,77332716,214,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_phnode_qforce_seed44,evidence-bearing-A,77698946,214,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_accel_blackbox_seed42,evidence-bearing-A,43039469,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_accel_blackbox_seed43,evidence-bearing-A,43040614,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_accel_blackbox_seed44,evidence-bearing-A,43026997,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_momentum_blackbox_seed42,evidence-bearing-A,43166077,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_momentum_blackbox_seed43,evidence-bearing-A,43255303,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/baseline_se3_momentum_blackbox_seed44,evidence-bearing-A,43389356,142,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/main_phnode_full_seed42,evidence-bearing-A,83896911,230,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,README.md;analysis/oc_data_catalog/evidence_status_overrides.csv;analysis/provenance_audit/phase1_static/catalog_A42_config.json;analysis/provenance_audit/phase1_static/run_lock.md;docs/checkpoints_retention_manifest.csv;docs/oc_catalog_template_usage.md;docs/oc_data_catalog_dictionary.md;docs/oc_followup_experiment_plan.md;docs/oc_model_evaluation_overview.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/main_phnode_full_seed43,evidence-bearing-A,78044671,214,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/oc_catalog_template_usage.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414,checkpoints/sweep_oc_all/sweep_oc_core_default_auv_oc_traj1000_blk150_s23_d0be9434_s42-43-44_20260404_115414/main_phnode_full_seed44,evidence-bearing-A,78500320,214,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_bu_only_seed45,evidence-bearing-A,31677248,119,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_bu_only_seed46,evidence-bearing-A,35861718,124,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_bu_only_seed47,evidence-bearing-A,35805139,124,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_diag_damping_seed45,evidence-bearing-A,36304937,124,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_diag_damping_seed46,evidence-bearing-A,36256015,124,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_diag_damping_seed47,evidence-bearing-A,36190455,124,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_lift_seed45,evidence-bearing-A,69256963,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv;docs/oc_model_evaluation_overview.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_lift_seed46,evidence-bearing-A,69900942,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_lift_seed47,evidence-bearing-A,68852895,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_mass_prior_seed45,evidence-bearing-A,70844734,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_mass_prior_seed46,evidence-bearing-A,71323834,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/ablation_ablate_no_mass_prior_seed47,evidence-bearing-A,70949469,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/main_phnode_full_seed45,evidence-bearing-A,70879611,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/main_phnode_full_seed46,evidence-bearing-A,62135586,200,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,analysis/oc_data_catalog/evidence_status_overrides.csv;analysis/provenance_audit/phase1_static/catalog_A46_config.json;analysis/provenance_audit/phase1_static/run_lock.md;analysis/provenance_audit/snapshot_log.csv;docs/checkpoints_retention_manifest.csv;docs/oc_data_catalog_dictionary.md;docs/oc_model_evaluation_overview.md;docs/provenance_audit_phnode_full_clean.md,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/main_phnode_full_seed47,evidence-bearing-A,71182613,196,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_bu_only_seed43,evidence-bearing-A,61274375,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_bu_only_seed44,evidence-bearing-A,61686414,182,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010,checkpoints/sweep_oc_all_noise/sweep_oc_ablation_noise_nominal_train_remus100_dr_auv_oc_traj1000_blk150_s23_d0be9434_s43-44-45_20260409_152010/ablation_ablate_bu_only_seed45,evidence-bearing-A,57413128,177,best_model.pt;block_evaluation.json;config.json;heldout_evaluation.json;training_history.pkl,docs/checkpoints_retention_manifest.csv,A-zone catalog-era suite; still cited for diag_damping / bu_only / black-box noise line (R-A rule 2)
